target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1
C124328,1,,,,NC(=O)C1CCCNC1,O=C(O)Cc1ccccc1Br,NC(=O)C1CCCN(C(=O)Cc2ccccc2Br)C1,Amidation,,
C124888,1,,,,CNC(=O)C1CCCNC1,O=C(O)Cc1cccc(O)c1,CNC(=O)C1CCCN(C(=O)Cc2cccc(O)c2)C1,Amidation,,
C124341,1,,,,NC(=O)C1CCCNC1,O=C(O)Cc1ccc(O)cc1,NC(=O)C1CCCN(C(=O)Cc2ccc(O)cc2)C1,Amidation,,
C124890,1,,,,CC1CCC(C(N)=O)CN1,O=C(O)Cc1cccc(O)c1,CC1CCC(C(N)=O)CN1C(=O)Cc1cccc(O)c1,Amidation,,
C156581,1,,,,O=C(O)C1Cc2ccccc21,NNC(=O)C1CCNC1,O=C(NNC(=O)C1Cc2ccccc21)C1CCNC1,Amidation,,
C124346,1,,,,NC(=O)C1CCCNC1,O=C(O)Cc1cccc(O)c1,NC(=O)C1CCCN(C(=O)Cc2cccc(O)c2)C1,Amidation,,
C156582,1,,,,O=C(O)C1Cc2ccccc21,NNC(=O)C1CCNC1,NNC(=O)C1CCN(C(=O)C2Cc3ccccc32)C1,Amidation,,
C124350,1,,,,NC(=O)C1CCCNC1,O=C(O)Cc1ccc(S)cc1,NC(=O)C1CCCN(C(=O)Cc2ccc(S)cc2)C1,Amidation,,
C148666,1,,,,O=C1NCC2CCNCC12,COc1cccnc1CC(=O)O,COc1cccnc1CC(=O)N1CCC2CNC(=O)C2C1,Amidation,,
C124357,1,,,,NC(=O)C1CCCNC1,O=C(O)Cc1ccc(F)cc1,NC(=O)C1CCCN(C(=O)Cc2ccc(F)cc2)C1,Amidation,,
C129236,1,,,,CC(Cl)c1ncccn1,O=C1COc2cccc(O)c2N1,CC(Oc1cccc2c1NC(=O)CO2)c1ncccn1,Williamson_ether_synthesis,,
C157111,1,,,,NC(C(=O)O)c1ccc(O)cc1,NNC(=O)C1CCNC1,NNC(=O)C1CCN(C(=O)C(N)c2ccc(O)cc2)C1,Amidation,,
C124372,1,,,,NC(=O)C1CCCNC1,O=C(O)Cc1cccc(I)c1,NC(=O)C1CCCN(C(=O)Cc2cccc(I)c2)C1,Amidation,,
C157123,1,,,,NC(C(=O)O)c1ccc(O)cc1,NNC(=O)C1CCNC1,NC(C(=O)NNC(=O)C1CCNC1)c1ccc(O)cc1,Amidation,,
C156613,1,,,,O=C(O)Cc1ccccc1Br,NNC(=O)C1CCNC1,O=C(Cc1ccccc1Br)NNC(=O)C1CCNC1,Amidation,,
C156614,1,,,,O=C(O)Cc1ccccc1Br,NNC(=O)C1CCNC1,NNC(=O)C1CCN(C(=O)Cc2ccccc2Br)C1,Amidation,,
C156102,1,,,,NC(=O)C1CCNC1,O=C(O)Cc1ccc(Br)cc1Br,NC(=O)C1CCN(C(=O)Cc2ccc(Br)cc2Br)C1,Amidation,,
C124935,1,,,,O=C1NCC2CCNCC12,O=C(O)Cc1cccc(O)c1,O=C1NCC2CCN(C(=O)Cc3cccc(O)c3)CC12,Amidation,,
C148717,1,,,,CC1CCC(C(N)=O)CN1,COc1cccnc1CC(=O)O,COc1cccnc1CC(=O)N1CC(C(N)=O)CCC1C,Amidation,,
C148719,1,,,,CNC(=O)C1CCCNC1,COc1cccnc1CC(=O)O,CNC(=O)C1CCCN(C(=O)Cc2ncccc2OC)C1,Amidation,,
C152440,1,,,,O=C1NCC2CCNCC12,O=C(O)C1CCc2ccccc21,O=C1NCC2CCN(C(=O)C3CCc4ccccc43)CC12,Amidation,,
C155591,1,,,,O=C(O)Cc1ccc(O)cc1,NNC(=O)C1CCNC1,NNC(=O)C1CCN(C(=O)Cc2ccc(O)cc2)C1,Amidation,,
C155592,1,,,,O=C(O)Cc1ccc(O)cc1,NNC(=O)C1CCNC1,O=C(Cc1ccc(O)cc1)NNC(=O)C1CCNC1,Amidation,,
C124970,1,,,,CNC(=O)C1CCCNC1,O=C(O)Cc1ccc(F)cc1,CNC(=O)C1CCCN(C(=O)Cc2ccc(F)cc2)C1,Amidation,,
C152453,1,,,,CC1CCC(C(N)=O)CN1,O=C(O)C1CCc2ccccc21,CC1CCC(C(N)=O)CN1C(=O)C1CCc2ccccc21,Amidation,,
C124972,1,,,,CC1CCC(C(N)=O)CN1,O=C(O)Cc1ccc(F)cc1,CC1CCC(C(N)=O)CN1C(=O)Cc1ccc(F)cc1,Amidation,,
C124980,1,,,,O=C1NCC2CCNCC12,O=C(O)Cc1ccc(F)cc1,O=C1NCC2CCN(C(=O)Cc3ccc(F)cc3)CC12,Amidation,,
C126031,1,,,,CNC(=O)C1CCCNC1,O=C(O)Cc1ccc(S)cc1,CNC(=O)C1CCCN(C(=O)Cc2ccc(S)cc2)C1,Amidation,,
C126042,1,,,,CNC(=O)C1CCCNC1,O=C(O)Cc1ccc(O)cc1,CNC(=O)C1CCCN(C(=O)Cc2ccc(O)cc2)C1,Amidation,,
C152482,1,,,,CNC(=O)C1CCCNC1,O=C(O)C1CCc2ccccc21,CNC(=O)C1CCCN(C(=O)C2CCc3ccccc32)C1,Amidation,,
C130669,1,,,,CC(Cl)c1ncc(Br)cn1,O=C1COc2cccc(O)c2N1,CC(Oc1cccc2c1NC(=O)CO2)c1ncc(Br)cn1,Williamson_ether_synthesis,,
C130674,1,,,,CC(Cl)c1ncc(Br)cn1,O=C1COc2ccc(O)cc2N1,CC(Oc1ccc2c(c1)NC(=O)CO2)c1ncc(Br)cn1,Williamson_ether_synthesis,,
C156205,1,,,,NC(=O)C1CCNC1,O=C(O)C1CCc2ccccc21,NC(=O)C1CCN(C(=O)C2CCc3ccccc32)C1,Amidation,,
C122911,1,,,,O=C1NCC2CCNCC12,CSc1ccccc1CC(=O)O,CSc1ccccc1CC(=O)N1CCC2CNC(=O)C2C1,Amidation,,
C122913,1,,,,CC1CCC(C(N)=O)CN1,CSc1ccccc1CC(=O)O,CSc1ccccc1CC(=O)N1CC(C(N)=O)CCC1C,Amidation,,
C127437,1,,,,CC(=O)Nc1ccccc1O,CC(Cl)c1ncc(Br)cn1,CC(=O)Nc1ccccc1OC(C)c1ncc(Br)cn1,Williamson_ether_synthesis,,
C127438,1,,,,CC(=O)Nc1ccccc1O,CC(Cl)c1ncc(Br)cn1,CC(=O)Nc1ccccc1Oc1cnc(C(C)Cl)nc1,Williamson_ether_synthesis,,
C125640,1,,,,O=C1NCC2CCNCC12,O=C(O)Cc1ccc(S)cc1,O=C1NCC2CCN(C(=O)Cc3ccc(S)cc3)CC12,Amidation,,
C129922,1,,,,CC(Cl)c1ncc(Br)cn1,O=C1COc2ccc(O)cc2N1,CC(Cl)c1ncc(Oc2ccc3c(c2)NC(=O)CO3)cn1,Williamson_ether_synthesis,,
C125677,1,,,,CC1CCC(C(N)=O)CN1,O=C(O)Cc1ccc(S)cc1,CC1CCC(C(N)=O)CN1C(=O)Cc1ccc(S)cc1,Amidation,,
